idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,8.41,0,8.41,0,0,20
2,5,0,1,23.16,0,23.16,0,1,20
3,1,0,2,15.94,0,15.94,0,1,20
4,1,0,3,16.34,0,16.34,0,1,20
5,5,0,0,7.62,0,7.62,0,0,20
6,1,0,1,8.53,0,8.53,0,1,20
7,1,0,4,20.72,0,20.72,0,1,20
8,2,0,0,6.04,0,6.04,1,0,20
9,2,0,1,15.35,0,15.35,2,0,20
10,2,0,2,22.01,0,22.01,3,0,20
11,3,0,0,12.5,0,12.5,4,0,20
12,3,0,1,12.66,0,12.66,5,0,20
13,2,0,3,23.15,0,23.15,6,0,20
14,3,0,2,20.06,0,20.06,7,0,20
15,3,0,3,22.55,0,22.55,8,0,20
16,4,0,0,6.62,0,6.62,9,0,20
17,4,0,1,21.6,0,21.6,10,0,20
18,6,0,0,16.22,0,16.22,11,0,20
19,6,0,1,9.1,0,9.1,12,0,20
20,3,0,4,23.12,0,23.12,13,0,20
21,6,0,2,18.78,0,18.78,14,0,20
22,6,0,3,5.87,0,5.87,15,0,20
23,4,0,2,11.54,0,11.54,16,0,20
