idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,15.03,0,15.03,0,0,20
2,6,0,0,5.52,0,5.52,0,0,20
3,2,0,3,22.26,0,22.26,0,1,20
4,5,0,0,5.53,0,5.53,0,0,20
5,5,0,1,6.29,0,6.29,0,0,20
6,5,0,4,14.77,0,14.77,0,1,20
7,2,0,1,17.52,0,17.52,0,1,20
8,2,0,2,21.7,0,21.7,0,1,20
9,5,0,3,11.52,0,11.52,0,1,20
10,5,0,2,7.39,0,7.39,0,1,20
11,6,0,1,19.44,0,19.44,1,0,20
12,1,0,0,17.67,0,17.67,2,0,20
13,3,0,0,12.24,0,12.24,3,0,20
14,6,0,2,23.55,0,23.55,4,0,20
15,4,0,0,5.38,0,5.38,5,0,20
16,3,0,1,14.91,0,14.91,6,0,20
17,4,0,1,9.94,0,9.94,7,0,20
18,4,0,2,9.63,0,9.63,8,0,20
19,1,0,1,19.57,0,19.57,9,0,20
20,3,0,2,17.75,0,17.75,10,0,20
21,4,0,3,15.2,0,15.2,11,0,20
22,3,0,3,18.32,0,18.32,12,0,20
23,1,0,2,20.28,0,20.28,13,0,20
24,4,0,4,5.36,0,5.36,14,0,20
25,3,0,4,12.5,0,12.5,15,0,20
