idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,2,21.14,0,21.14,0,1,20
2,5,0,0,6.98,0,6.98,0,0,20
3,5,0,1,10.45,0,10.45,0,1,20
4,1,0,0,19.56,0,19.56,1,0,20
5,2,0,0,11.09,0,11.09,2,0,20
6,2,0,1,17.9,0,17.9,3,0,20
7,3,0,0,6.09,0,6.09,4,0,20
8,3,0,1,8.53,0,8.53,5,0,20
9,4,0,0,6.76,0,6.76,6,0,20
10,3,0,2,9.43,0,9.43,7,0,20
11,4,0,1,8.99,0,8.99,8,0,20
12,6,0,0,8.21,0,8.21,9,0,20
13,6,0,1,7.53,0,7.53,10,0,20
14,3,0,3,11.02,0,11.02,11,0,20
15,4,0,2,16.98,0,16.98,12,0,20
16,3,0,4,16.89,0,16.89,13,0,20
17,6,0,2,9.13,0,9.13,14,0,20
18,6,0,3,7.21,0,7.21,15,0,20
19,6,0,4,10.45,0,10.45,16,0,20
20,5,0,3,21.26,0,21.26,17,0,20
