idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,8.65,0,8.65,0,0,20
2,2,0,1,9.07,0,9.07,0,1,20
3,2,0,2,15.79,0,15.79,0,1,20
4,1,0,0,21.71,0,21.71,1,0,20
5,3,0,0,6.09,0,6.09,2,0,20
6,3,0,1,8.5,0,8.5,3,0,20
7,3,0,2,14.7,0,14.7,4,0,20
8,4,0,0,9.27,0,9.27,5,0,20
9,4,0,1,11.47,0,11.47,6,0,20
10,4,0,2,12.8,0,12.8,7,0,20
11,5,0,0,6.0,0,6.0,8,0,20
12,5,0,1,10.21,0,10.21,9,0,20
13,6,0,0,9.78,0,9.78,10,0,20
14,5,0,2,11.57,0,11.57,11,0,20
15,1,0,1,23.4,0,23.4,12,0,20
16,4,0,3,14.65,0,14.65,13,0,20
17,6,0,1,6.29,0,6.29,14,0,20
18,6,0,2,11.5,0,11.5,15,0,20
19,2,0,3,18.91,0,18.91,16,0,20
20,3,0,3,17.55,0,17.55,17,0,20
