idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,13.97,0,13.97,0,0,20
2,5,0,0,20.79,0,20.79,0,0,20
3,1,0,1,22.9,0,22.9,0,0,20
4,4,0,0,14.01,0,14.01,0,0,20
5,5,0,1,22.82,0,22.82,0,0,20
6,5,0,2,21.11,0,21.11,0,0,20
7,1,0,2,10.05,0,10.05,0,0,20
8,3,0,0,6.15,0,6.15,1,0,20
9,1,0,3,14.27,0,14.27,2,0,20
10,3,0,1,20.32,0,20.32,3,0,20
11,6,0,0,22.93,0,22.93,4,0,20
12,2,0,0,22.24,0,22.24,5,0,20
13,4,0,1,16.52,0,16.52,6,0,20
14,1,0,4,13.66,0,13.66,7,0,20
15,2,0,1,8.47,0,8.47,8,0,20
16,4,0,2,18.83,0,18.83,9,0,20
17,6,0,1,14.97,0,14.97,10,0,20
18,2,0,2,7.43,0,7.43,11,0,20
19,3,0,2,12.27,0,12.27,12,0,20
20,4,0,3,19.42,0,19.42,13,0,20
21,6,0,2,17.25,0,17.25,14,0,20
22,5,0,3,21.45,0,21.45,15,0,20
23,3,0,3,13.99,0,13.99,16,0,20
24,3,0,4,15.87,0,15.87,17,0,20
25,2,0,3,11.04,0,11.04,18,0,20
