idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,3,18.46,0,18.46,0,1,20
2,2,0,4,19.26,0,19.26,0,1,20
3,2,0,1,9.76,0,9.76,0,1,20
4,1,0,0,18.21,0,18.21,0,0,20
5,1,0,1,22.92,0,22.92,0,0,20
6,2,0,2,14.89,0,14.89,0,1,20
7,2,0,0,6.52,0,6.52,0,1,20
8,3,0,0,12.91,0,12.91,1,0,20
9,3,0,1,20.55,0,20.55,2,0,20
10,4,0,0,18.41,0,18.41,3,0,20
11,5,0,0,10.56,0,10.56,4,0,20
12,6,0,0,7.71,0,7.71,5,0,20
13,5,0,1,14.23,0,14.23,6,0,20
14,3,0,2,21.98,0,21.98,7,0,20
15,4,0,1,20.19,0,20.19,8,0,20
16,6,0,1,7.35,0,7.35,9,0,20
17,4,0,2,21.7,0,21.7,10,0,20
18,5,0,2,17.97,0,17.97,11,0,20
19,5,0,3,20.4,0,20.4,12,0,20
20,6,0,2,14.61,0,14.61,13,0,20
21,6,0,3,5.76,0,5.76,14,0,20
22,6,0,4,9.54,0,9.54,15,0,20
23,5,0,4,18.74,0,18.74,16,0,20
24,4,0,3,11.45,0,11.45,17,0,20
25,4,0,4,21.89,0,21.89,18,0,20
