idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,18.07,0,18.07,0,0,20
2,1,0,1,20.83,0,20.83,0,0,20
3,4,0,0,9.42,0,9.42,0,0,20
4,4,0,1,10.38,0,10.38,0,0,20
5,4,0,2,11.38,0,11.38,0,1,20
6,2,0,0,6.14,0,6.14,0,0,20
7,2,0,1,6.51,0,6.51,0,1,20
8,2,0,2,19.58,0,19.58,1,0,20
9,3,0,0,14.05,0,14.05,2,0,20
10,3,0,1,19.31,0,19.31,3,0,20
11,1,0,2,22.25,0,22.25,4,0,20
12,4,0,3,18.44,0,18.44,5,0,20
13,2,0,3,21.49,0,21.49,6,0,20
14,1,0,3,22.78,0,22.78,7,0,20
15,5,0,0,15.75,0,15.75,8,0,20
16,6,0,0,9.02,0,9.02,9,0,20
17,3,0,2,19.59,0,19.59,10,0,20
18,2,0,4,22.26,0,22.26,11,0,20
19,6,0,1,8.86,0,8.86,12,0,20
20,6,0,2,14.51,0,14.51,13,0,20
21,5,0,1,11.63,0,11.63,14,0,20
22,6,0,3,15.58,0,15.58,15,0,20
23,4,0,4,19.34,0,19.34,16,0,20
24,5,0,2,7.58,0,7.58,17,0,20
25,1,0,4,22.94,0,22.94,18,0,20
