idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,16.55,0,16.55,1,0,20
2,2,0,0,11.86,0,11.86,2,0,20
3,1,0,1,22.92,0,22.92,3,0,20
4,2,0,1,19.9,0,19.9,4,0,20
5,3,0,0,7.23,0,7.23,5,0,20
6,3,0,1,17.8,0,17.8,6,0,20
7,4,0,0,12.39,0,12.39,7,0,20
8,5,0,0,11.32,0,11.32,8,0,20
9,1,0,2,23.93,0,23.93,9,0,20
10,6,0,0,5.46,0,5.46,10,0,20
11,4,0,1,13.6,0,13.6,11,0,20
12,4,0,2,17.04,0,17.04,12,0,20
13,4,0,3,17.73,0,17.73,13,0,20
14,6,0,1,8.54,0,8.54,14,0,20
15,3,0,2,18.09,0,18.09,15,0,20
16,6,0,2,8.58,0,8.58,16,0,20
17,3,0,3,19.3,0,19.3,17,0,20
18,5,0,1,16.1,0,16.1,18,0,20
19,6,0,3,15.09,0,15.09,19,0,20
20,2,0,2,21.12,0,21.12,20,0,20
21,5,0,2,12.33,0,12.33,21,0,20
22,5,0,3,11.62,0,11.62,22,0,20
23,5,0,4,5.81,0,5.81,23,0,20
24,3,0,4,19.89,0,19.89,24,0,20
25,6,0,4,16.79,0,16.79,25,0,20
26,4,0,4,11.77,0,11.77,26,0,20
27,2,0,3,8.66,0,8.66,27,0,20
