idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,16.14,0,16.14,1,0,20
2,1,0,1,16.79,0,16.79,2,0,20
3,2,0,0,19.66,0,19.66,3,0,20
4,3,0,0,12.33,0,12.33,4,0,20
5,4,0,0,5.55,0,5.55,5,0,20
6,3,0,1,12.94,0,12.94,6,0,20
7,5,0,0,5.45,0,5.45,7,0,20
8,4,0,1,11.27,0,11.27,8,0,20
9,5,0,1,9.51,0,9.51,9,0,20
10,5,0,2,9.81,0,9.81,10,0,20
11,4,0,2,11.67,0,11.67,11,0,20
12,2,0,1,20.91,0,20.91,12,0,20
13,1,0,2,17.22,0,17.22,13,0,20
14,4,0,3,12.32,0,12.32,14,0,20
15,5,0,3,11.04,0,11.04,15,0,20
16,5,0,4,11.29,0,11.29,16,0,20
17,3,0,2,16.4,0,16.4,17,0,20
18,1,0,3,19.82,0,19.82,18,0,20
19,3,0,3,17.2,0,17.2,19,0,20
20,3,0,4,20.21,0,20.21,20,0,20
21,6,0,0,5.17,0,5.17,21,0,20
22,6,0,1,8.64,0,8.64,22,0,20
23,4,0,4,12.7,0,12.7,23,0,20
24,2,0,2,23.62,0,23.62,24,0,20
25,6,0,2,12.08,0,12.08,25,0,20
26,6,0,3,19.76,0,19.76,26,0,20
27,1,0,4,19.97,0,19.97,27,0,20
