idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,1,12.07,0,12.07,0,1,20
2,4,0,2,13.37,0,13.37,0,1,20
3,5,0,0,7.1,0,7.1,0,0,20
4,5,0,1,10.36,0,10.36,0,0,20
5,4,0,0,10.16,0,10.16,0,1,20
6,1,0,0,23.94,0,23.94,1,0,20
7,2,0,0,10.38,0,10.38,2,0,20
8,3,0,0,6.27,0,6.27,3,0,20
9,2,0,1,23.53,0,23.53,4,0,20
10,6,0,0,14.63,0,14.63,5,0,20
11,1,0,1,5.68,0,5.68,6,0,20
12,4,0,3,19.26,0,19.26,7,0,20
13,1,0,2,10.61,0,10.61,8,0,20
14,4,0,4,18.57,0,18.57,9,0,20
15,3,0,1,5.94,0,5.94,10,0,20
16,6,0,1,9.41,0,9.41,11,0,20
17,1,0,3,17.01,0,17.01,12,0,20
18,6,0,2,18.15,0,18.15,13,0,20
19,2,0,2,6.18,0,6.18,14,0,20
20,2,0,3,7.97,0,7.97,15,0,20
21,6,0,3,18.53,0,18.53,16,0,20
22,3,0,2,9.43,0,9.43,17,0,20
23,1,0,4,18.42,0,18.42,18,0,20
24,2,0,4,15.8,0,15.8,19,0,20
25,5,0,2,14.47,0,14.47,20,0,20
26,3,0,3,9.99,0,9.99,21,0,20
27,3,0,4,13.41,0,13.41,22,0,20
