idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,15.02,0,15.02,0,0,20
2,5,0,0,22.71,0,22.71,0,0,20
3,3,0,1,11.04,0,11.04,0,0,20
4,6,0,0,9.96,0,9.96,0,0,20
5,5,0,1,18.86,0,18.86,0,0,20
6,2,0,0,19.14,0,19.14,0,0,20
7,4,0,0,20.26,0,20.26,0,0,20
8,1,0,0,9.88,0,9.88,0,0,20
9,1,0,1,19.34,0,19.34,0,0,20
10,6,0,1,23.07,0,23.07,0,0,20
11,2,0,1,6.84,0,6.84,1,0,20
12,3,0,2,13.87,0,13.87,2,0,20
13,2,0,2,12.9,0,12.9,3,0,20
14,4,0,1,8.64,0,8.64,4,0,20
15,3,0,3,14.99,0,14.99,5,0,20
16,5,0,2,17.34,0,17.34,6,0,20
17,6,0,2,23.27,0,23.27,7,0,20
18,2,0,3,11.24,0,11.24,8,0,20
19,5,0,3,18.45,0,18.45,9,0,20
20,1,0,2,6.81,0,6.81,10,0,20
21,2,0,4,12.44,0,12.44,11,0,20
22,4,0,2,11.29,0,11.29,12,0,20
23,5,0,4,21.35,0,21.35,13,0,20
24,3,0,4,17.4,0,17.4,14,0,20
25,1,0,3,11.51,0,11.51,15,0,20
