idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,17.61,0,17.61,0,1,20
2,5,0,1,22.65,0,22.65,0,1,20
3,2,0,0,9.16,0,9.16,0,1,20
4,6,0,0,23.32,0,23.32,1,0,20
5,2,0,1,8.26,0,8.26,2,0,20
6,3,0,0,8.28,0,8.28,3,0,20
7,3,0,1,17.94,0,17.94,4,0,20
8,1,0,0,5.57,0,5.57,5,0,20
9,2,0,2,17.56,0,17.56,6,0,20
10,4,0,0,16.68,0,16.68,7,0,20
11,3,0,2,17.83,0,17.83,8,0,20
12,6,0,1,17.57,0,17.57,9,0,20
13,1,0,1,7.81,0,7.81,10,0,20
14,1,0,2,11.82,0,11.82,11,0,20
15,1,0,3,10.11,0,10.11,12,0,20
16,4,0,1,6.09,0,6.09,13,0,20
17,2,0,3,16.75,0,16.75,14,0,20
18,4,0,2,8.02,0,8.02,15,0,20
19,1,0,4,14.71,0,14.71,16,0,20
20,4,0,3,12.87,0,12.87,17,0,20
