idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,11.5,0,11.5,0,0,20
2,4,0,3,23.96,0,23.96,0,1,20
3,4,0,1,12.12,0,12.12,0,0,20
4,4,0,2,16.87,0,16.87,0,1,20
5,3,0,0,6.94,0,6.94,0,0,20
6,3,0,1,23.98,0,23.98,1,0,20
7,1,0,0,19.4,0,19.4,2,0,20
8,2,0,0,7.35,0,7.35,3,0,20
9,2,0,1,9.96,0,9.96,4,0,20
10,2,0,2,12.88,0,12.88,5,0,20
11,5,0,0,11.33,0,11.33,6,0,20
12,1,0,1,21.31,0,21.31,7,0,20
13,1,0,2,23.03,0,23.03,8,0,20
14,6,0,0,6.29,0,6.29,9,0,20
15,5,0,1,12.69,0,12.69,10,0,20
16,6,0,1,5.88,0,5.88,11,0,20
17,2,0,3,16.33,0,16.33,12,0,20
18,2,0,4,21.29,0,21.29,13,0,20
19,6,0,2,10.12,0,10.12,14,0,20
20,6,0,3,10.85,0,10.85,15,0,20
21,5,0,2,8.6,0,8.6,16,0,20
22,6,0,4,20.97,0,20.97,17,0,20
23,5,0,3,11.36,0,11.36,18,0,20
