idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,14.31,0,14.31,0,0,20
2,5,0,0,22.82,0,22.82,0,0,20
3,2,0,0,13.67,0,13.67,0,0,20
4,5,0,1,10.46,0,10.46,0,0,20
5,3,0,0,23.32,0,23.32,0,0,20
6,2,0,1,16.39,0,16.39,0,0,20
7,4,0,0,15.95,0,15.95,0,0,20
8,2,0,4,10.33,0,10.33,0,1,20
9,6,0,0,22.12,0,22.12,0,0,20
10,1,0,1,13.59,0,13.59,0,0,20
11,2,0,2,7.54,0,7.54,0,0,20
12,5,0,2,21.63,0,21.63,0,0,20
13,6,0,1,22.78,0,22.78,0,0,20
14,5,0,3,23.62,0,23.62,0,0,20
15,2,0,3,11.03,0,11.03,0,0,20
16,3,0,1,13.55,0,13.55,1,0,20
17,4,0,1,22.55,0,22.55,2,0,20
18,1,0,2,12.94,0,12.94,3,0,20
19,3,0,2,13.5,0,13.5,4,0,20
20,4,0,2,5.41,0,5.41,5,0,20
21,4,0,3,15.82,0,15.82,6,0,20
22,4,0,4,17.58,0,17.58,7,0,20
23,6,0,2,12.08,0,12.08,8,0,20
