idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,21.14,0,21.14,0,0,20
2,4,0,0,16.12,0,16.12,0,0,20
3,4,0,1,16.25,0,16.25,0,0,20
4,4,0,2,21.09,0,21.09,0,0,20
5,2,0,3,6.54,0,6.54,0,1,20
6,3,0,1,13.66,0,13.66,0,0,20
7,6,0,4,18.4,0,18.4,0,1,20
8,6,0,3,17.18,0,17.18,0,1,20
9,2,0,0,17.06,0,17.06,0,0,20
10,2,0,1,5.55,0,5.55,0,0,20
11,6,0,0,16.62,0,16.62,0,0,20
12,2,0,4,9.16,0,9.16,0,1,20
13,6,0,1,22.3,0,22.3,0,0,20
14,6,0,2,16.17,0,16.17,0,0,20
15,2,0,2,5.78,0,5.78,0,1,20
16,4,0,3,23.81,0,23.81,1,0,20
17,1,0,0,8.32,0,8.32,2,0,20
18,3,0,2,22.78,0,22.78,3,0,20
19,1,0,1,21.01,0,21.01,4,0,20
20,5,0,0,13.98,0,13.98,5,0,20
21,5,0,1,8.0,0,8.0,6,0,20
22,5,0,2,17.97,0,17.97,7,0,20
23,5,0,3,7.58,0,7.58,8,0,20
