idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,5.38,0,5.38,0,0,20
2,5,0,1,14.59,0,14.59,0,0,20
3,5,0,4,22.69,0,22.69,0,1,20
4,5,0,2,6.75,0,6.75,0,0,20
5,5,0,3,21.71,0,21.71,0,0,20
6,3,0,0,13.57,0,13.57,0,0,20
7,2,0,0,13.32,0,13.32,0,0,20
8,1,0,0,14.4,0,14.4,1,0,20
9,1,0,1,14.83,0,14.83,2,0,20
10,1,0,2,14.63,0,14.63,3,0,20
11,4,0,0,5.69,0,5.69,4,0,20
12,3,0,1,16.42,0,16.42,5,0,20
13,6,0,0,18.93,0,18.93,6,0,20
14,3,0,2,22.02,0,22.02,7,0,20
15,6,0,1,23.71,0,23.71,8,0,20
16,4,0,1,15.75,0,15.75,9,0,20
17,2,0,1,21.84,0,21.84,10,0,20
18,1,0,3,19.28,0,19.28,11,0,20
19,6,0,2,19.17,0,19.17,12,0,20
20,4,0,2,17.99,0,17.99,13,0,20
21,2,0,2,12.2,0,12.2,14,0,20
22,2,0,3,9.34,0,9.34,15,0,20
23,1,0,4,20.15,0,20.15,16,0,20
24,3,0,3,5.05,0,5.05,17,0,20
25,2,0,4,17.28,0,17.28,18,0,20
26,3,0,4,11.75,0,11.75,19,0,20
27,6,0,3,20.22,0,20.22,20,0,20
