idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,3,20.17,0,20.17,0,1,20
2,1,0,2,14.09,0,14.09,0,1,20
3,1,0,4,23.13,0,23.13,0,1,20
4,1,0,1,11.58,0,11.58,0,1,20
5,1,0,0,6.31,0,6.31,0,1,20
6,2,0,0,23.7,0,23.7,1,0,20
7,3,0,0,19.61,0,19.61,2,0,20
8,3,0,1,23.29,0,23.29,3,0,20
9,4,0,0,6.79,0,6.79,4,0,20
10,4,0,1,14.76,0,14.76,5,0,20
11,5,0,0,13.32,0,13.32,6,0,20
12,4,0,2,17.54,0,17.54,7,0,20
13,4,0,3,17.78,0,17.78,8,0,20
14,5,0,1,21.65,0,21.65,9,0,20
15,6,0,0,17.78,0,17.78,10,0,20
16,6,0,1,20.12,0,20.12,11,0,20
17,6,0,2,18.77,0,18.77,12,0,20
18,5,0,2,22.04,0,22.04,13,0,20
19,4,0,4,15.08,0,15.08,14,0,20
20,6,0,3,9.47,0,9.47,15,0,20
21,6,0,4,9.8,0,9.8,16,0,20
22,5,0,3,12.67,0,12.67,17,0,20
23,5,0,4,11.72,0,11.72,18,0,20
24,3,0,2,20.62,0,20.62,19,0,20
25,3,0,3,19.54,0,19.54,20,0,20
