idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,6.73,0,6.73,0,0,20
2,4,0,0,15.82,0,15.82,0,0,20
3,6,0,0,6.59,0,6.59,0,0,20
4,4,0,1,18.99,0,18.99,0,0,20
5,2,0,1,7.82,0,7.82,0,0,20
6,6,0,1,22.59,0,22.59,1,0,20
7,1,0,0,21.91,0,21.91,2,0,20
8,2,0,2,15.91,0,15.91,3,0,20
9,3,0,0,15.54,0,15.54,4,0,20
10,5,0,0,10.1,0,10.1,5,0,20
11,5,0,1,11.29,0,11.29,6,0,20
12,5,0,2,8.6,0,8.6,7,0,20
13,5,0,3,14.01,0,14.01,8,0,20
14,3,0,1,10.36,0,10.36,9,0,20
15,1,0,1,21.92,0,21.92,10,0,20
16,3,0,2,12.78,0,12.78,11,0,20
17,3,0,3,5.27,0,5.27,12,0,20
18,3,0,4,7.89,0,7.89,13,0,20
19,2,0,3,15.26,0,15.26,14,0,20
20,2,0,4,5.64,0,5.64,15,0,20
21,4,0,2,7.7,0,7.7,16,0,20
22,5,0,4,16.97,0,16.97,17,0,20
23,6,0,2,23.57,0,23.57,18,0,20
24,4,0,3,14.85,0,14.85,19,0,20
25,4,0,4,15.9,0,15.9,20,0,20
