idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,3,14.47,0,14.47,0,1,20
2,4,0,2,11.17,0,11.17,0,1,20
3,4,0,0,6.07,0,6.07,0,0,20
4,4,0,4,19.06,0,19.06,0,1,20
5,4,0,1,10.57,0,10.57,0,1,20
6,1,0,0,7.16,0,7.16,1,0,20
7,1,0,1,21.48,0,21.48,2,0,20
8,2,0,0,18.04,0,18.04,3,0,20
9,1,0,2,21.96,0,21.96,4,0,20
10,2,0,1,20.54,0,20.54,5,0,20
11,2,0,2,21.63,0,21.63,6,0,20
12,2,0,3,21.88,0,21.88,7,0,20
13,3,0,0,5.95,0,5.95,8,0,20
14,3,0,1,13.53,0,13.53,9,0,20
15,3,0,2,15.93,0,15.93,10,0,20
16,3,0,3,21.31,0,21.31,11,0,20
17,5,0,0,15.84,0,15.84,12,0,20
18,6,0,0,10.42,0,10.42,13,0,20
19,5,0,1,20.8,0,20.8,14,0,20
20,6,0,1,15.57,0,15.57,15,0,20
21,6,0,2,8.52,0,8.52,16,0,20
22,2,0,4,21.92,0,21.92,17,0,20
23,6,0,3,15.26,0,15.26,18,0,20
24,5,0,2,6.28,0,6.28,19,0,20
25,6,0,4,19.74,0,19.74,20,0,20
