idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,4,0,0,11.31,0.0,0.0,2,20
2.0,3,0,0,8.0,0.0,0.0,2,20
3.0,6,0,0,8.9,0.0,0.0,0,20
4.0,5,0,0,14.19,0.0,0.0,1,20
5.0,6,0,2,19.55,0.0,0.0,1,20
6.0,6,0,1,10.84,0.0,0.0,0,20
7.0,1,0,0,7.37,0.0,0.0,1,20
8.0,5,0,1,23.69,1.0,0.0,0,20
9.0,4,0,1,15.5,2.0,0.0,0,20
10.0,3,0,1,9.05,3.0,0.0,0,20
11.0,5,0,2,22.83,4.0,0.0,0,20
12.0,3,0,2,10.7,5.0,0.0,0,20
13.0,4,0,2,16.24,6.0,0.0,0,20
14.0,4,0,3,14.8,7.0,0.0,0,20
15.0,5,0,3,22.3,8.0,0.0,0,20
16.0,3,0,4,22.15,9.0,0.0,1,20
17.0,4,0,4,18.46,10.0,0.0,0,20
18.0,2,0,0,6.83,11.0,0.0,0,20
19.0,1,0,1,5.96,12.0,0.0,0,20
20.0,3,0,3,11.43,13.0,0.0,0,20
21.0,1,0,2,12.18,14.0,0.0,0,20
22.0,1,0,3,12.06,15.0,0.0,0,20
23.0,2,0,1,7.82,16.0,0.0,0,20
24.0,5,0,4,21.6,17.0,0.0,0,20
25.0,1,0,4,16.67,18.0,0.0,0,20
