idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,14.86,0,14.86,0,0,20
2,6,0,0,15.09,0,15.09,0,0,20
3,2,0,0,9.0,0,9.0,0,0,20
4,2,0,1,16.76,0,16.76,0,0,20
5,2,0,4,8.03,0,8.03,0,1,20
6,1,0,4,8.93,0,8.93,0,1,20
7,3,0,0,12.49,0,12.49,0,0,20
8,1,0,1,12.17,0,12.17,0,0,20
9,1,0,2,8.07,0,8.07,0,0,20
10,2,0,2,8.82,0,8.82,0,0,20
11,1,0,3,8.54,0,8.54,0,0,20
12,3,0,2,15.35,0,15.35,0,1,20
13,3,0,3,23.77,0,23.77,0,1,20
14,2,0,3,6.89,0,6.89,0,0,20
15,3,0,1,12.49,0,12.49,0,0,20
16,6,0,1,17.23,0,17.23,1,0,20
17,4,0,0,7.16,0,7.16,2,0,20
18,4,0,1,8.56,0,8.56,3,0,20
19,4,0,2,12.12,0,12.12,4,0,20
20,4,0,3,18.95,0,18.95,5,0,20
21,5,0,0,12.01,0,12.01,6,0,20
22,6,0,2,18.4,0,18.4,7,0,20
23,5,0,1,9.11,0,9.11,8,0,20
24,5,0,2,10.08,0,10.08,9,0,20
25,4,0,4,20.44,0,20.44,10,0,20
