idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,10.7,0,10.7,0,0,20
2,6,0,0,6.62,0,6.62,0,0,20
3,6,0,1,7.48,0,7.48,0,1,20
4,2,0,0,5.56,0,5.56,0,0,20
5,2,0,1,7.22,0,7.22,0,1,20
6,1,0,1,6.16,0,6.16,0,0,20
7,6,0,2,11.99,0,11.99,0,1,20
8,2,0,2,20.05,0,20.05,0,1,20
9,6,0,4,17.76,0,17.76,0,1,20
10,6,0,3,13.93,0,13.93,0,1,20
11,2,0,3,21.42,0,21.42,1,0,20
12,1,0,2,14.19,0,14.19,2,0,20
13,3,0,0,6.35,0,6.35,3,0,20
14,1,0,3,17.93,0,17.93,4,0,20
15,3,0,1,11.7,0,11.7,5,0,20
16,2,0,4,21.42,0,21.42,6,0,20
17,1,0,4,18.81,0,18.81,7,0,20
18,4,0,0,9.43,0,9.43,8,0,20
19,3,0,2,22.82,0,22.82,9,0,20
20,4,0,1,14.67,0,14.67,10,0,20
