idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,10.16,0,10.16,0,0,20
2,1,0,1,19.0,0,19.0,0,0,20
3,2,0,2,16.55,0,16.55,0,1,20
4,1,0,3,23.05,0,23.05,0,1,20
5,2,0,0,15.64,0,15.64,0,0,20
6,2,0,1,5.2,0,5.2,0,0,20
7,3,0,0,21.28,0,21.28,0,0,20
8,1,0,4,23.75,0,23.75,0,1,20
9,3,0,1,18.94,0,18.94,0,0,20
10,1,0,2,20.68,0,20.68,0,0,20
11,4,0,0,11.53,0,11.53,1,0,20
12,3,0,2,21.67,0,21.67,2,0,20
13,4,0,1,15.1,0,15.1,3,0,20
14,5,0,0,5.37,0,5.37,4,0,20
15,5,0,1,12.19,0,12.19,5,0,20
16,2,0,3,19.08,0,19.08,6,0,20
17,4,0,2,17.45,0,17.45,7,0,20
18,6,0,0,10.5,0,10.5,8,0,20
19,6,0,1,9.27,0,9.27,9,0,20
20,5,0,2,14.66,0,14.66,10,0,20
