idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,2,0,1,9.31,1.0,0,1,20
2,3,0,0,11.44,2.0,0,0,20
3,3,0,2,15.37,3.0,0,1,20
4,4,0,0,13.43,4.0,0,0,20
5,2,0,0,5.56,5.0,0,0,20
6,6,0,0,19.19,6.0,0,0,20
7,6,0,1,20.36,7.0,0,0,20
8,3,0,3,23.59,8.0,0,0,20
9,2,0,2,12.3,9.0,0,0,20
10,1,0,0,6.72,10.0,0,0,20
11,2,0,3,11.3,11.0,0,0,20
12,3,0,4,19.61,12.0,0,0,20
13,4,0,4,23.77,13.0,0,1,20
14,4,0,1,17.01,14.0,0,0,20
15,5,0,0,18.64,15.0,0,0,20
16,4,0,2,17.01,16.0,0,0,20
17,3,0,1,14.73,17.0,0,0,20
18,1,0,1,5.18,18.0,0,0,20
19,2,0,4,14.59,19.0,0,0,20
20,5,0,1,23.53,20.0,0,0,20
21,5,0,2,20.44,21.0,0,0,20
22,4,0,3,18.72,22.0,0,0,20
23,5,0,3,20.11,23.0,0,0,20
24,1,0,2,9.81,24.0,0,0,20
25,5,0,4,23.46,25.0,0,0,20
