idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,15.68,0,15.68,0,0,20
2,2,0,2,20.16,0,20.16,0,1,20
3,2,0,4,23.66,0,23.66,0,1,20
4,2,0,1,18.67,0,18.67,0,0,20
5,2,0,3,21.52,0,21.52,0,1,20
6,1,0,0,22.06,0,22.06,1,0,20
7,3,0,0,5.66,0,5.66,2,0,20
8,3,0,1,18.03,0,18.03,3,0,20
9,4,0,0,10.69,0,10.69,4,0,20
10,5,0,0,10.47,0,10.47,5,0,20
11,6,0,0,7.94,0,7.94,6,0,20
12,3,0,2,19.2,0,19.2,7,0,20
13,4,0,1,16.47,0,16.47,8,0,20
14,5,0,1,12.34,0,12.34,9,0,20
15,3,0,3,21.97,0,21.97,10,0,20
16,6,0,1,9.0,0,9.0,11,0,20
17,5,0,2,12.69,0,12.69,12,0,20
18,4,0,2,20.57,0,20.57,13,0,20
19,6,0,2,7.68,0,7.68,14,0,20
20,6,0,3,11.04,0,11.04,15,0,20
21,6,0,4,11.86,0,11.86,16,0,20
22,5,0,3,5.19,0,5.19,17,0,20
23,5,0,4,15.99,0,15.99,18,0,20
24,4,0,3,16.5,0,16.5,19,0,20
25,4,0,4,12.46,0,12.46,20,0,20
26,3,0,4,17.42,0,17.42,21,0,20
27,1,0,1,17.05,0,17.05,22,0,20
