idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,2,20.19,0,20.19,0,1,20
2,2,0,0,9.41,0,9.41,0,0,20
3,2,0,3,23.34,0,23.34,0,1,20
4,2,0,1,19.95,0,19.95,0,0,20
5,1,0,0,5.29,0,5.29,0,0,20
6,1,0,1,16.39,0,16.39,1,0,20
7,1,0,2,19.12,0,19.12,2,0,20
8,1,0,3,20.82,0,20.82,3,0,20
9,3,0,0,6.84,0,6.84,4,0,20
10,3,0,1,9.59,0,9.59,5,0,20
11,3,0,2,19.13,0,19.13,6,0,20
12,4,0,0,14.48,0,14.48,7,0,20
13,4,0,1,18.1,0,18.1,8,0,20
14,5,0,0,6.86,0,6.86,9,0,20
15,1,0,4,23.3,0,23.3,10,0,20
16,5,0,1,17.9,0,17.9,11,0,20
17,3,0,3,21.88,0,21.88,12,0,20
18,6,0,0,13.69,0,13.69,13,0,20
19,4,0,2,21.54,0,21.54,14,0,20
20,6,0,1,13.93,0,13.93,15,0,20
21,5,0,2,19.81,0,19.81,16,0,20
22,6,0,2,19.25,0,19.25,17,0,20
23,6,0,3,14.31,0,14.31,18,0,20
24,6,0,4,17.37,0,17.37,19,0,20
25,5,0,3,12.87,0,12.87,20,0,20
26,2,0,4,23.53,0,23.53,21,0,20
27,5,0,4,8.52,0,8.52,22,0,20
