idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,10.3,0,10.3,0,0,20
2,2,0,0,10.44,0,10.44,0,0,20
3,3,0,1,18.4,0,18.4,0,0,20
4,5,0,0,9.68,0,9.68,0,0,20
5,6,0,0,5.62,0,5.62,0,0,20
6,1,0,0,12.32,0,12.32,0,0,20
7,4,0,3,20.77,0,20.77,0,1,20
8,4,0,2,15.02,0,15.02,0,1,20
9,5,0,1,8.05,0,8.05,0,0,20
10,6,0,1,13.55,0,13.55,0,0,20
11,5,0,2,16.19,0,16.19,0,0,20
12,6,0,2,6.06,0,6.06,0,0,20
13,4,0,4,23.31,0,23.31,0,1,20
14,4,0,0,10.41,0,10.41,0,0,20
15,4,0,1,10.71,0,10.71,0,1,20
16,2,0,1,10.22,0,10.22,1,0,20
17,6,0,3,7.01,0,7.01,2,0,20
18,1,0,1,18.7,0,18.7,3,0,20
19,6,0,4,7.32,0,7.32,4,0,20
20,1,0,2,6.18,0,6.18,5,0,20
21,1,0,3,6.31,0,6.31,6,0,20
22,3,0,2,21.98,0,21.98,7,0,20
23,2,0,2,19.34,0,19.34,8,0,20
24,1,0,4,7.98,0,7.98,9,0,20
25,2,0,3,7.51,0,7.51,10,0,20
