idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,19.52,0,19.52,0,0,20
2,2,0,0,23.27,0,23.27,0,0,20
3,2,0,1,18.0,0,18.0,0,0,20
4,4,0,1,21.04,0,21.04,0,1,20
5,1,0,0,5.46,0,5.46,0,1,20
6,4,0,3,23.44,0,23.44,0,1,20
7,4,0,2,21.8,0,21.8,0,1,20
8,1,0,1,11.93,0,11.93,1,0,20
9,3,0,0,5.79,0,5.79,2,0,20
10,3,0,1,7.82,0,7.82,3,0,20
11,1,0,2,17.18,0,17.18,4,0,20
12,3,0,2,16.33,0,16.33,5,0,20
13,5,0,0,15.58,0,15.58,6,0,20
14,6,0,0,11.26,0,11.26,7,0,20
15,5,0,1,15.81,0,15.81,8,0,20
16,2,0,2,19.51,0,19.51,9,0,20
17,6,0,1,14.61,0,14.61,10,0,20
18,6,0,2,10.49,0,10.49,11,0,20
19,6,0,3,6.5,0,6.5,12,0,20
20,5,0,2,8.43,0,8.43,13,0,20
